pygame 2.6.1 (SDL 2.28.4, Python 3.12.14)
Hello from the pygame community. https://www.pygame.org/contribute.html
time,id,energy,x,y,heading,fruit_dist,fruit_angle,move_dist,move_dir,turn,actual_move,actual_world_angle
23.9,3,110.58,62.08,1041.33,-2.5511,-1.00,nan,7.53,-2.1613,-0.1500,2.51,1.5708
24.0,3,110.08,62.08,1045.10,-2.7011,-1.00,nan,9.00,1.0560,0.1100,3.77,1.5708
24.1,3,109.51,61.74,1040.61,-2.5911,-1.00,nan,6.81,-2.1213,-0.1500,4.50,-1.6451
24.2,3,109.04,61.74,1044.02,-2.7411,-1.00,nan,9.00,1.0575,0.1100,3.40,1.5708
24.3,3,108.48,61.24,1039.55,-2.6311,-1.00,nan,5.74,-2.0813,-0.1500,4.50,-1.6836
24.4,3,108.07,61.24,1042.42,-2.7811,-1.00,nan,9.00,1.0592,0.1100,2.87,1.5708
24.5,3,107.50,58.43,1038.90,-2.6711,-1.00,nan,9.00,1.0601,0.1100,4.50,-2.2455
24.6,3,106.93,53.93,1039.08,-2.5611,-1.00,nan,10.00,2.5611,0.1500,4.50,3.1014
24.7,3,106.31,58.93,1039.08,-2.4111,-1.00,nan,5.28,-2.3013,-0.1500,5.00,0.0000
24.8,3,105.92,58.93,1041.72,-2.5611,-1.00,nan,9.00,1.0631,0.1100,2.64,1.5708
24.9,3,105.35,62.58,1039.09,-2.4511,-1.00,nan,5.29,-2.2613,-0.1500,4.50,-0.6254
25.0,3,104.96,62.58,1041.73,-2.6011,-1.00,nan,7.93,-2.1113,-0.1500,2.64,1.5708
25.1,3,104.44,62.58,1045.70,-2.7511,-1.00,nan,9.00,1.0664,0.1100,3.97,1.5708
25.2,3,103.88,62.07,1041.23,-2.6411,-1.00,nan,7.43,-2.0713,-0.1500,4.50,-1.6848
25.3,3,103.38,62.07,1044.94,-2.7911,-1.00,nan,9.00,1.0687,0.1100,3.71,1.5708
25.4,3,102.81,61.39,1040.49,-2.6811,-1.00,nan,6.69,-2.0313,-0.1500,4.50,-1.7224
25.5,3,102.35,61.39,1043.84,-2.8311,-1.00,nan,9.00,1.0713,0.1100,3.35,1.5708
25.6,3,101.79,60.54,1039.42,-2.7211,-1.00,nan,9.00,1.0726,0.1100,4.50,-1.7598
25.7,3,101.22,56.06,1038.98,-2.6111,-1.00,nan,9.00,1.0740,0.1100,4.50,-3.0448
25.8,3,100.65,51.57,1038.83,-2.5011,-1.00,nan,10.00,2.5011,0.1500,4.50,-3.1079
25.9,3,100.03,56.57,1038.83,-2.3511,-1.00,nan,9.00,1.0768,0.1100,5.00,0.0000
26.0,3,99.46,61.03,1039.38,-2.2411,-1.00,nan,5.58,-2.4713,-0.1500,4.50,0.1220
26.1,3,99.06,61.03,1042.17,-2.3911,-1.00,nan,8.36,-2.3213,-0.1500,2.79,1.5708
26.2,3,98.52,61.03,1046.35,-2.5411,-1.00,nan,9.00,1.0813,0.1100,4.18,1.5708
26.3,3,97.95,61.53,1041.88,-2.4311,-1.00,nan,8.07,-2.2813,-0.1500,4.50,-1.4598
26.4,3,97.42,61.53,1045.91,-2.5811,-1.00,nan,9.00,1.0845,0.1100,4.04,1.5708
26.5,3,96.85,61.86,1041.43,-2.4711,-1.00,nan,7.62,-2.2413,-0.1500,4.50,-1.4966
26.6,3,96.35,61.86,1045.24,-2.6211,-1.00,nan,9.00,1.0879,0.1100,3.81,1.5708
26.7,3,95.78,62.03,1040.74,-2.5111,-1.00,nan,6.94,-2.2013,-0.1500,4.50,-1.5333
26.8,3,95.31,62.03,1044.21,-2.6611,-1.00,nan,9.00,1.0913,0.1100,3.47,1.5708
26.9,3,94.74,62.04,1039.71,-2.5511,-1.00,nan,5.91,-2.1613,-0.1500,4.50,-1.5698
27.0,3,94.32,62.04,1042.67,-2.7011,-1.00,nan,9.00,1.0949,0.1100,2.95,1.5708
27.1,3,93.76,59.65,1038.85,-2.5911,-1.00,nan,5.05,-2.1213,-0.1500,4.50,-2.1298
27.2,3,93.38,59.65,1041.38,-2.7411,-1.00,nan,9.00,1.0986,0.1100,2.52,1.5708
27.3,3,92.81,55.60,1039.41,-2.6311,-1.00,nan,9.00,1.1005,0.1100,4.50,-2.6897
27.4,3,92.24,51.44,1037.70,-2.5211,-1.00,nan,10.00,2.5211,0.1500,4.50,-2.7524
27.5,3,91.62,56.14,1039.41,-2.3711,-1.00,nan,9.00,1.1043,0.1100,5.00,0.3491
27.6,3,91.05,60.63,1039.21,-2.2611,-1.00,nan,5.41,-2.4513,-0.1500,4.50,-0.0450
27.7,3,90.66,60.63,1041.91,-2.4111,-1.00,nan,8.11,-2.3013,-0.1500,2.70,1.5708
27.8,3,90.13,60.63,1045.97,-2.5611,-1.00,nan,9.00,1.1104,0.1100,4.06,1.5708
27.9,3,89.56,61.17,1041.50,-2.4511,-1.00,nan,7.70,-2.2613,-0.1500,4.50,-1.4508
28.0,3,89.05,61.17,1045.35,-2.6011,-1.00,nan,9.00,1.1145,0.1100,3.85,1.5708
28.1,3,88.49,61.55,1040.87,-2.4911,-1.00,nan,7.06,-2.2213,-0.1500,4.50,-1.4866
28.2,3,88.01,61.55,1044.40,-2.6411,-1.00,nan,9.00,1.1187,0.1100,3.53,1.5708
28.3,3,87.44,61.77,1039.90,-2.5311,-1.00,nan,6.10,-2.1813,-0.1500,4.50,-1.5224
28.4,3,87.01,61.77,1042.96,-2.6811,-1.00,nan,9.00,1.1231,0.1100,3.05,1.5708
28.5,3,86.44,59.57,1039.03,-2.5711,-1.00,nan,5.23,-2.1413,-0.1500,4.50,-2.0816
28.6,3,86.06,59.57,1041.64,-2.7211,-1.00,nan,9.00,1.1275,0.1100,2.61,1.5708
28.7,3,85.49,56.06,1038.83,-2.6111,-1.00,nan,9.00,1.1297,0.1100,4.50,-2.4663
28.8,3,84.92,51.57,1038.43,-2.5011,-1.00,nan,10.00,2.5011,0.1500,4.50,-3.0522
28.9,3,84.30,56.50,1039.30,-2.3511,-1.00,nan,9.00,1.1343,0.1100,5.00,0.1745
29.0,3,83.73,61.00,1039.32,-2.2411,-1.00,nan,5.52,-2.4713,-0.1500,4.50,0.0049
29.1,3,83.33,61.00,1042.08,-2.3911,-1.00,nan,8.27,-2.3213,-0.1500,2.76,1.5708
29.2,3,82.80,61.00,1046.21,-2.5411,-1.00,nan,9.00,1.1412,0.1100,4.14,1.5708
29.3,3,82.23,61.76,1041.78,-2.4311,-1.00,nan,7.97,-2.2813,-0.1500,4.50,-1.3999
29.4,3,81.71,61.76,1045.77,-2.5811,-1.00,nan,9.00,1.1460,0.1100,3.99,1.5708
29.5,3,81.14,62.37,1041.31,-2.4711,-1.00,nan,7.50,-2.2413,-0.1500,4.50,-1.4352
29.6,3,80.64,62.37,1045.06,-2.6211,-1.00,nan,9.00,1.1508,0.1100,3.75,1.5708
29.7,3,80.07,62.82,1040.58,-2.5111,-1.00,nan,6.78,-2.2013,-0.1500,4.50,-1.4704
29.8,3,79.61,62.82,1043.97,-2.6611,-1.00,nan,9.00,1.1556,0.1100,3.39,1.5708
29.9,3,79.04,63.12,1039.48,-2.5511,-1.00,nan,5.68,-2.1613,-0.1500,4.50,-1.5055
30.0,3,78.63,63.12,1042.32,-2.7011,-1.00,nan,8.51,-2.0113,-0.1500,2.84,1.5708
30.1,3,78.08,63.12,1046.57,-2.8511,-1.00,nan,9.00,1.1630,0.1100,4.26,1.5708
30.2,3,77.52,62.59,1042.10,-2.7411,-1.00,nan,9.00,1.1654,0.1100,4.50,-1.6882
30.3,3,76.95,59.13,1039.23,-2.6311,-1.00,nan,9.00,1.1679,0.1100,4.50,-2.4483
30.4,3,76.38,63.62,1038.93,-2.5211,-1.00,nan,5.12,-2.1913,-0.1500,4.50,-0.0669
30.5,3,76.00,63.62,1041.49,-2.6711,-1.00,nan,7.69,-2.0413,-0.1500,2.56,1.5708
30.6,3,75.49,63.62,1045.33,-2.8211,-1.00,nan,9.00,1.1754,0.1100,3.84,1.5708
30.7,3,74.93,63.28,1040.85,-2.7111,-1.00,nan,7.04,-2.0013,-0.1500,4.50,-1.6457
30.8,3,74.45,63.28,1044.37,-2.8611,-1.00,nan,9.00,1.1805,0.1100,3.52,1.5708
30.9,3,73.88,62.79,1039.90,-2.7511,-1.00,nan,6.09,-1.9613,-0.1500,4.50,-1.6806
31.0,3,73.55,62.79,1042.94,-2.9011,-1.00,nan,6.09,-1.9613,-0.1500,3.05,1.5708
31.1,3,73.13,63.24,1045.95,-3.0511,-1.00,nan,9.00,1.1856,0.1100,3.05,1.4208
31.2,3,72.56,61.94,1041.65,-2.9411,-1.00,nan,9.00,1.1881,0.1100,4.50,-1.8656
31.3,3,71.99,58.02,1039.43,-2.8311,-1.00,nan,9.00,1.1906,0.1100,4.50,-2.6257
31.4,3,71.42,53.55,1038.96,-2.7211,-1.00,nan,10.00,2.7211,0.1500,4.50,-3.0368
31.5,3,70.80,58.55,1038.96,-2.5711,-1.00,nan,9.00,1.1957,0.1100,5.00,0.0000
31.6,3,70.23,63.04,1039.05,-2.4611,-1.00,nan,5.25,-2.2513,-0.1500,4.50,0.0209
31.7,3,69.85,63.04,1041.67,-2.6111,-1.00,nan,7.87,-2.1013,-0.1500,2.62,1.5708
31.8,3,69.33,63.04,1045.61,-2.7611,-1.00,nan,9.00,1.2034,0.1100,3.94,1.5708
31.9,3,68.76,63.10,1041.11,-2.6511,-1.00,nan,7.31,-2.0613,-0.1500,4.50,-1.5577
32.0,3,68.27,63.10,1044.76,-2.8011,-1.00,nan,9.00,1.2085,0.1100,3.65,1.5708
32.1,3,67.70,63.01,1040.26,-2.6911,-1.00,nan,6.46,-2.0213,-0.1500,4.50,-1.5927
32.2,3,67.26,63.01,1043.49,-2.8411,-1.00,nan,9.00,1.2136,0.1100,3.23,1.5708
32.3,3,66.69,62.75,1039.00,-2.7311,-1.00,nan,5.20,-1.9813,-0.1500,4.50,-1.6276
32.4,3,66.31,62.75,1041.60,-2.8811,-1.00,nan,9.00,1.2186,0.1100,2.60,1.5708
32.5,3,65.74,59.05,1039.03,-2.7711,-1.00,nan,9.00,1.2212,0.1100,4.50,-2.5352
32.6,3,65.17,54.55,1038.94,-2.6611,-1.00,nan,10.00,2.6611,0.1500,4.50,-3.1208
32.7,3,64.55,59.55,1038.94,-2.5111,-1.00,nan,5.14,-2.2013,-0.1500,5.00,0.0000
32.8,3,64.17,59.55,1041.51,-2.6611,-1.00,nan,9.00,1.2287,0.1100,2.57,1.5708
32.9,3,63.60,63.37,1039.12,-2.5511,-1.00,nan,5.32,-2.1613,-0.1500,4.50,-0.5598
33.0,3,63.21,63.37,1041.78,-2.7011,-1.00,nan,7.97,-2.0113,-0.1500,2.66,1.5708
33.1,3,62.69,63.37,1045.76,-2.8511,-1.00,nan,9.00,1.2362,0.1100,3.99,1.5708
33.2,3,62.12,63.17,1041.27,-2.7411,-1.00,nan,7.46,-1.9713,-0.1500,4.50,-1.6150
33.3,3,61.62,63.17,1045.00,-2.8911,-1.00,nan,9.00,1.2411,0.1100,3.73,1.5708
33.4,3,61.05,62.81,1040.51,-2.7811,-1.00,nan,6.71,-1.9313,-0.1500,4.50,-1.6500
33.5,3,60.59,62.81,1043.87,-2.9311,-1.00,nan,9.00,1.2460,0.1100,3.36,1.5708
33.6,3,60.03,62.30,1039.40,-2.8211,-1.00,nan,5.59,-1.8913,-0.1500,4.50,-1.6851
33.7,3,59.62,62.30,1042.20,-2.9711,-1.00,nan,9.00,1.2508,0.1100,2.80,1.5708
33.8,3,59.06,58.92,1039.22,-2.8611,-1.00,nan,9.00,1.2532,0.1100,4.50,-2.4185
33.9,3,58.49,54.43,1039.38,-2.7511,-1.00,nan,10.00,2.7511,0.1500,4.50,3.1045
34.0,3,57.86,59.43,1039.38,-2.6011,-1.00,nan,9.00,1.2579,0.1100,5.00,0.0000
34.1,3,57.30,63.89,1038.84,-2.4911,-1.00,nan,5.04,-2.2213,-0.1500,4.50,-0.1215
34.2,3,56.92,63.89,1041.36,-2.6411,-1.00,nan,7.55,-2.0713,-0.1500,2.52,1.5708
34.3,3,56.42,63.89,1045.13,-2.7911,-1.00,nan,9.00,1.2649,0.1100,3.78,1.5708
34.4,3,55.85,64.09,1040.64,-2.6811,-1.00,nan,6.84,-2.0313,-0.1500,4.50,-1.5262
34.5,3,55.39,64.09,1044.06,-2.8311,-1.00,nan,9.00,1.2695,0.1100,3.42,1.5708
34.6,3,54.82,64.14,1039.56,-2.7211,-1.00,nan,5.75,-1.9913,-0.1500,4.50,-1.5617
34.7,3,54.41,64.14,1042.43,-2.8711,-1.00,nan,9.00,1.2739,0.1100,2.88,1.5708
34.8,3,53.84,61.15,1039.06,-2.7611,-1.00,nan,5.26,-1.9513,-0.1500,4.50,-2.2953
34.9,3,53.45,61.15,1041.70,-2.9111,-1.00,nan,9.00,1.2783,0.1100,2.63,1.5708
35.0,3,52.89,57.53,1039.02,-2.8011,-1.00,nan,9.00,1.2805,0.1100,4.50,-2.5054
35.1,3,52.32,62.03,1039.25,-2.6911,-1.00,nan,5.44,-2.0213,-0.1500,4.50,0.0502
35.2,3,51.92,62.03,1041.97,-2.8411,-1.00,nan,9.00,1.2848,0.1100,2.72,1.5708
35.3,3,51.35,58.62,1039.03,-2.7311,-1.00,nan,9.00,1.2869,0.1100,4.50,-2.4290
35.4,3,50.79,63.12,1038.81,-2.6211,-1.00,nan,5.01,-2.0913,-0.1500,4.50,-0.0480
35.5,3,50.41,63.12,1041.32,-2.7711,-1.00,nan,7.51,-1.9413,-0.1500,2.50,1.5708
35.6,3,49.91,63.12,1045.07,-2.9211,-1.00,nan,9.00,1.2930,0.1100,3.76,1.5708
35.7,3,49.35,62.86,1040.58,-2.8111,-1.00,nan,6.78,-1.9013,-0.1500,4.50,-1.6281
35.8,3,48.88,62.86,1043.97,-2.9611,-1.00,nan,9.00,1.2969,0.1100,3.39,1.5708
35.9,3,48.32,62.44,1039.49,-2.8511,-1.00,nan,5.69,-1.8613,-0.1500,4.50,-1.6642
36.0,3,47.91,62.44,1042.33,-3.0011,-1.00,nan,9.00,1.3008,0.1100,2.84,1.5708
36.1,3,47.34,59.13,1039.29,-2.8911,-1.00,nan,9.00,2.5026,-0.1100,4.50,-2.3985
36.2,3,46.77,63.62,1039.11,-3.0011,-1.00,nan,5.31,-1.7113,-0.1500,4.50,-0.0394
36.3,3,46.38,63.62,1041.76,-3.1511,-1.00,nan,9.00,2.5063,-0.1100,2.65,1.5708
36.4,3,45.82,67.22,1039.06,-3.2611,-1.00,nan,9.00,2.5081,-0.1100,4.50,-0.6448
36.5,3,45.25,71.71,1038.81,-3.3711,-1.00,nan,9.00,2.5098,-0.1100,4.50,-0.0549
36.6,3,44.68,76.21,1038.86,-3.4811,-1.00,nan,9.00,2.5115,-0.1100,4.50,0.0114
36.7,3,44.11,80.70,1039.21,-3.5911,-1.00,nan,9.00,2.5132,-0.1100,4.50,0.0776
36.8,3,43.55,85.20,1039.07,-3.7011,-1.00,nan,9.00,2.5149,-0.1100,4.50,-0.0307
36.9,3,42.98,89.69,1039.23,-3.8111,-1.00,nan,9.00,2.5165,-0.1100,4.50,0.0355
37.0,3,42.41,94.18,1038.91,-3.9211,-1.00,nan,9.00,2.5181,-0.1100,4.50,-0.0729
37.1,3,41.84,98.68,1038.88,-4.0311,-1.00,nan,9.00,2.5197,-0.1100,4.50,-0.0068
37.2,3,41.28,103.17,1039.14,-4.1411,-1.00,nan,9.00,-0.3990,-0.0718,4.50,0.0593
37.3,3,40.71,102.40,1043.58,-4.2129,-1.00,nan,9.00,-0.3272,-0.0589,4.50,1.7431
37.4,3,40.15,101.63,1048.01,-4.2718,-1.00,nan,9.00,-0.2683,-0.0483,4.50,1.7431
37.5,3,39.60,100.86,1052.44,-4.3201,-1.00,nan,9.00,-0.2200,-0.0396,4.50,1.7431
37.6,3,39.04,100.09,1056.88,-4.3597,-1.00,nan,9.00,-0.1804,-0.0325,4.50,1.7431
37.7,3,38.49,99.32,1061.31,-4.3922,-1.00,nan,7.00,-1.7187,-0.1000,4.50,1.7431
37.8,3,38.02,102.76,1061.91,-4.4922,-1.00,nan,7.00,-1.5352,-0.1000,3.50,0.1723
37.9,3,37.55,106.15,1062.80,-4.5922,-1.00,nan,7.00,-1.3519,-0.1000,3.50,0.2558
38.0,3,37.09,109.45,1063.96,-4.6922,-1.00,nan,7.00,-1.1689,-0.1000,3.50,0.3391
38.1,3,36.62,112.64,1065.39,-4.7922,-1.00,nan,7.00,-0.9863,-0.1000,3.50,0.4221
38.2,3,36.16,115.71,1067.09,-4.8922,-1.00,nan,7.00,-0.8039,-0.1000,3.50,0.5047
38.3,3,35.69,118.62,1069.03,-4.9922,-1.00,nan,7.00,-0.6217,-0.1000,3.50,0.5871
38.4,3,35.22,121.37,1071.20,-5.0922,-1.00,nan,7.00,-0.4399,-0.1000,3.50,0.6693
38.5,3,34.76,123.92,1073.59,-5.1922,-1.00,nan,7.00,-0.2583,-0.1000,3.50,0.7511
38.6,3,34.29,126.28,1076.17,-5.2922,-1.00,nan,7.00,-0.0770,-0.1000,3.50,0.8327
38.7,3,33.83,128.42,1078.95,-5.3922,-1.00,nan,7.00,0.1040,-0.1000,3.50,0.9140
38.8,3,33.36,130.32,1081.88,-5.4922,159.51,-0.5061,20.00,-0.5061,-0.0506,3.50,0.9950
38.9,3,32.75,135.12,1083.29,-5.5428,154.51,-0.4555,20.00,-0.4555,-0.0455,5.00,0.2849
39.0,3,32.15,139.92,1084.69,-5.5883,149.51,-0.4099,20.00,-0.4099,-0.0410,5.00,0.2849
39.1,3,31.54,144.72,1086.10,-5.6293,144.51,-0.3689,20.00,-0.3689,-0.0369,5.00,0.2849
39.2,3,30.93,149.52,1087.50,-5.6662,139.51,-0.3320,20.00,-0.3320,-0.0332,5.00,0.2849
39.3,3,30.33,154.31,1088.91,-5.6994,134.51,-0.2988,20.00,-0.2988,-0.0299,5.00,0.2849
39.4,3,29.72,159.11,1090.32,-5.7293,129.51,-0.2689,20.00,-0.2689,-0.0269,5.00,0.2849
39.5,3,29.12,163.91,1091.72,-5.7562,124.51,-0.2421,20.00,-0.2421,-0.0242,5.00,0.2849
39.6,3,28.51,168.71,1093.13,-5.7804,119.51,-0.2178,20.00,-0.2178,-0.0218,5.00,0.2849
39.7,3,27.91,173.51,1094.53,-5.8022,114.51,-0.1961,20.00,-0.1961,-0.0196,5.00,0.2849
39.8,3,27.31,178.31,1095.94,-5.8218,109.51,-0.1765,20.00,-0.1765,-0.0176,5.00,0.2849
39.9,3,26.71,183.11,1097.34,-5.8394,104.51,-0.1588,20.00,-0.1588,-0.0159,5.00,0.2849
40.0,3,26.10,187.90,1098.75,-5.8553,99.51,-0.1429,20.00,-0.1429,-0.0143,5.00,0.2849
40.1,3,25.50,192.70,1100.15,-5.8696,94.51,-0.1286,20.00,-0.1286,-0.0129,5.00,0.2849
40.2,3,24.90,197.50,1101.56,-5.8825,89.51,-0.1158,20.00,-0.1158,-0.0116,5.00,0.2849
40.3,3,24.30,202.30,1102.96,-5.8941,84.51,-0.1042,20.00,-0.1042,-0.0104,5.00,0.2849
40.4,3,23.69,207.10,1104.37,-5.9045,79.51,-0.0938,20.00,-0.0938,-0.0094,5.00,0.2849
40.5,3,23.09,211.90,1105.78,-5.9139,74.51,-0.0844,20.00,-0.0844,-0.0084,5.00,0.2849
40.6,3,22.49,216.69,1107.18,-5.9223,69.51,-0.0760,20.00,-0.0760,-0.0076,5.00,0.2849
40.7,3,21.89,221.49,1108.59,-5.9299,64.51,-0.0684,20.00,-0.0684,-0.0068,5.00,0.2849
40.8,3,21.29,226.29,1109.99,-5.9367,59.51,-0.0615,20.00,-0.0615,-0.0062,5.00,0.2849
40.9,3,20.69,231.09,1111.40,-5.9429,54.51,-0.0554,20.00,-0.0554,-0.0055,5.00,0.2849
41.0,3,20.09,235.89,1112.80,-5.9484,49.51,-0.0498,20.00,-0.0498,-0.0050,5.00,0.2849
41.1,3,19.49,240.69,1114.21,-5.9534,44.51,-0.0449,20.00,-0.0449,-0.0045,5.00,0.2849
41.2,3,18.89,245.48,1115.61,-5.9579,39.51,-0.0404,20.00,-0.0404,-0.0040,5.00,0.2849
41.3,3,18.29,250.28,1117.02,-5.9619,34.51,-0.0363,20.00,-0.0363,-0.0036,5.00,0.2849
41.4,3,17.69,255.08,1118.42,-5.9656,29.51,-0.0327,20.00,-0.0327,-0.0033,5.00,0.2849
41.5,3,17.08,259.88,1119.83,-5.9688,24.51,-0.0294,20.00,-0.0294,-0.0029,5.00,0.2849
41.6,3,16.48,264.68,1121.24,-5.9718,19.51,-0.0265,19.51,-0.0265,-0.0026,5.00,0.2849
41.7,3,15.88,269.48,1122.64,-5.9744,14.51,-0.0238,14.51,-0.0238,-0.0024,5.00,0.2849
41.8,3,71.88,274.27,1124.05,-5.9768,9.51,-0.0215,9.51,-0.0215,-0.0021,5.00,0.2849
41.9,3,71.31,278.84,1125.38,-5.9789,-1.00,nan,7.00,1.3295,-0.1000,4.76,0.2849
42.0,3,70.84,278.62,1128.88,-6.0789,-1.00,nan,7.00,1.5324,-0.1000,3.50,1.6337
42.1,3,70.38,278.04,1132.33,-6.1789,-1.00,nan,7.00,1.7348,-0.1000,3.50,1.7367
42.2,3,69.91,277.11,1135.70,-6.2789,-1.00,nan,7.00,1.9367,-0.1000,3.50,1.8391
42.3,3,69.44,275.85,1138.97,-6.3789,-1.00,nan,7.00,2.1380,-0.1000,3.50,1.9409
42.4,3,68.98,274.26,1142.08,-6.4789,-1.00,nan,7.00,2.3389,-0.1000,3.50,2.0423
42.5,3,68.51,272.36,1145.03,-6.5789,-1.00,nan,10.00,-1.2750,-0.1275,3.50,2.1431
42.6,3,67.89,272.36,1140.03,-6.7064,-1.00,nan,7.00,2.5444,-0.1000,5.00,-1.5708
42.7,3,67.43,270.53,1143.01,-6.8064,-1.00,nan,7.00,2.7531,-0.1000,3.50,2.1212
42.8,3,66.96,268.39,1145.78,-6.9064,-1.00,nan,7.00,2.9612,-0.1000,3.50,2.2299
42.9,3,66.49,265.96,1148.30,-7.0064,-1.00,nan,7.00,-3.1146,-0.1000,3.50,2.3379
43.0,3,66.03,263.27,1150.54,-7.1064,-1.00,nan,7.00,-2.9077,-0.1000,3.50,2.4454
43.1,3,65.56,260.36,1152.49,-7.2064,-1.00,nan,7.00,-2.7015,-0.1000,3.50,2.5522
43.2,3,65.10,257.26,1154.11,-7.3064,-1.00,nan,7.00,-2.4959,-0.1000,3.50,2.6584
43.3,3,64.63,254.01,1155.40,-7.4064,-1.00,nan,7.00,-2.2908,-0.1000,3.50,2.7640
43.4,3,64.16,250.64,1156.34,-7.5064,-1.00,nan,7.00,-2.0864,-0.1000,3.50,2.8691
43.5,3,63.70,247.19,1156.93,-7.6064,-1.00,nan,7.00,-1.8825,-0.1000,3.50,2.9735
43.6,3,63.23,243.70,1157.15,-7.7064,-1.00,nan,7.00,-1.6791,-0.1000,3.50,3.0774
43.7,3,62.77,240.20,1157.02,-7.8064,-1.00,nan,7.00,-1.4763,-0.1000,3.50,-3.1024
43.8,3,62.30,236.73,1156.52,-7.9064,-1.00,nan,7.00,-1.2741,-0.1000,3.50,-2.9996
43.9,3,61.83,233.34,1155.68,-8.0064,-1.00,nan,7.00,-1.0724,-0.1000,3.50,-2.8974
44.0,3,61.37,230.05,1154.49,-8.1064,-1.00,nan,7.00,-0.8712,-0.1000,3.50,-2.7956
44.1,3,60.90,226.89,1152.98,-8.2064,-1.00,nan,7.00,-0.6705,-0.1000,3.50,-2.6944
44.2,3,60.44,223.90,1151.15,-8.3064,-1.00,nan,7.00,-0.4703,-0.1000,3.50,-2.5937
44.3,3,59.97,221.11,1149.04,-8.4064,-1.00,nan,7.00,-0.2706,-0.1000,3.50,-2.4935
44.4,3,59.51,218.55,1146.66,-8.5064,-1.00,nan,7.00,-0.0714,-0.1000,3.50,-2.3939
44.5,3,59.04,216.23,1144.04,-8.6064,-1.00,nan,7.00,0.1273,-0.1000,3.50,-2.2947
44.6,3,58.57,214.18,1141.20,-8.7064,-1.00,nan,7.00,0.3255,-0.1000,3.50,-2.1960
44.7,3,58.11,212.42,1138.17,-8.8064,-1.00,nan,7.00,0.5233,-0.1000,3.50,-2.0977
44.8,3,57.64,210.96,1134.99,-8.9064,104.36,-0.4532,20.00,-0.4532,-0.0453,3.50,-2.0000
44.9,3,57.03,205.97,1134.67,-8.9518,99.36,-0.4079,20.00,-0.4079,-0.0408,5.00,-3.0765
45.0,3,56.43,200.98,1134.34,-8.9926,94.36,-0.3671,20.00,-0.3671,-0.0367,5.00,-3.0765
45.1,3,55.82,195.99,1134.02,-9.0293,89.36,-0.3304,20.00,-0.3304,-0.0330,5.00,-3.0765
45.2,3,55.22,191.01,1133.69,-9.0623,84.36,-0.2974,20.00,-0.2974,-0.0297,5.00,-3.0765
45.3,3,54.61,186.02,1133.37,-9.0920,79.36,-0.2676,20.00,-0.2676,-0.0268,5.00,-3.0765
45.4,3,54.01,181.03,1133.04,-9.1188,74.36,-0.2409,20.00,-0.2409,-0.0241,5.00,-3.0765
45.5,3,53.40,176.04,1132.71,-9.1429,69.36,-0.2168,20.00,-0.2168,-0.0217,5.00,-3.0765
45.6,3,52.80,171.05,1132.39,-9.1646,64.36,-0.1951,20.00,-0.1951,-0.0195,5.00,-3.0765
45.7,3,52.20,166.06,1132.06,-9.1841,59.36,-0.1756,20.00,-0.1756,-0.0176,5.00,-3.0765
45.8,3,51.59,161.07,1131.74,-9.2016,54.36,-0.1580,20.00,-0.1580,-0.0158,5.00,-3.0765
45.9,3,50.99,156.08,1131.41,-9.2174,49.36,-0.1422,20.00,-0.1422,-0.0142,5.00,-3.0765
46.0,3,50.39,151.09,1131.09,-9.2317,44.36,-0.1280,20.00,-0.1280,-0.0128,5.00,-3.0765
46.1,3,49.79,146.10,1130.76,-9.2445,39.36,-0.1152,20.00,-0.1152,-0.0115,5.00,-3.0765
46.2,3,49.19,141.11,1130.44,-9.2560,34.36,-0.1037,20.00,-0.1037,-0.0104,5.00,-3.0765
46.3,3,48.58,136.12,1130.11,-9.2664,29.36,-0.0933,20.00,-0.0933,-0.0093,5.00,-3.0765
46.4,3,47.98,131.13,1129.79,-9.2757,24.36,-0.0840,20.00,-0.0840,-0.0084,5.00,-3.0765
46.5,3,47.38,126.14,1129.46,-9.2841,19.36,-0.0756,19.36,-0.0756,-0.0076,5.00,-3.0765
46.6,3,46.78,121.15,1129.14,-9.2916,14.36,-0.0680,14.36,-0.0680,-0.0068,5.00,-3.0765
46.7,3,79.58,116.16,1128.81,-9.2985,9.36,-0.0612,9.36,-0.0612,-0.0061,5.00,-3.0765
46.8,3,79.01,111.50,1128.51,-9.3046,-1.00,nan,7.00,-0.7595,-0.1000,4.68,-3.0765
46.9,3,78.54,108.69,1130.60,-9.4046,-1.00,nan,7.00,-0.5520,-0.1000,3.50,2.5023
47.0,3,78.08,105.67,1132.37,-9.5046,-1.00,nan,7.00,-0.3450,-0.1000,3.50,2.6098
47.1,3,77.61,102.48,1133.81,-9.6046,-1.00,nan,7.00,-0.1387,-0.1000,3.50,2.7168
47.2,3,77.15,99.16,1134.91,-9.7046,-1.00,nan,7.00,0.0670,-0.1000,3.50,2.8231
47.3,3,76.68,95.74,1135.65,-9.8046,-1.00,nan,7.00,0.2721,-0.1000,3.50,2.9288
47.4,3,76.21,92.26,1136.02,-9.9046,-1.00,nan,7.00,0.4767,-0.1000,3.50,3.0339
47.5,3,75.75,88.76,1136.03,-10.0046,-1.00,nan,7.00,0.6807,-0.1000,3.50,3.1385
47.6,3,75.28,85.27,1135.68,-10.1046,-1.00,nan,7.00,0.8841,-0.1000,3.50,-3.0407
